,Before,After
10051,menjijikan,menjijikkan
10052,menjungjung,menjunjung
10053,menola,menolak
10054,menolakluka,menolak luka
10055,menolaklupa,menolak lupa
10056,mnton,menonton
10057,mensip,mensiv
10058,menstabilka,menstabilkan
10059,mens,menstruasi
10060,mentah2,mentah mentah
10061,mentalita,mentalitas
10062,mentaliti,mentalitas
10063,mentang2,mentang mentang
10064,mentei,menteri
10065,mentri,menteri
10066,menkumham,menteri hukum dan hak asasi manusia
10067,menkelautan,menteri kelautan
10068,menkes,menteri kesehatan
10069,menkominfo,menteri komunikasi dan informasi
10070,menlu,menteri luar negeri
10071,menteri2,menteri menteri
10072,menko,menteri perekonomian
10073,menhub,menteri perhubungan
10074,mensesneg,menteri sekretaris negara
10075,mensos,menteri sosial
10076,mentil2,mentil mentil
10077,mensyen,mention
10078,mention,mention
10079,mensen2,mention mention
10080,mensyennya,mentionnya
10081,mnuju,menuju
10082,menujuindonesiamaju,menuju indonesia maju
10083,menjukkan,menunjukkan
10084,menunjukan,menunjukkan
10085,mnurut,menurut
10086,mnrtku,menurutku
10087,menyak,menyakiti
10088,menyama2,menyamakan
10089,menyanju,menyanjung
10090,mnyapu,menyapu
10091,mnyebabkn,menyebabkan
10092,mnyebut,menyebut
10093,menyebutâ,menyebutnya
10094,menyejukan,menyejukkan
10095,menyelamatka,menyelamatkan
10096,menyelematkan,menyelamatkan
10097,mnyematkn,menyematkan
10098,menyenan,menyenangkan
10099,mengerjap,menyergap
10100,menyesalboviatwitter,menyesal boviat twitter
10101,mensiasati,menyiasati
10102,mnyimpang,menyimpang
10103,mensucikan,menyucikan
10104,mnyudutkan,menyudutkan
10105,mensukseskan,menyukseskan
10106,menyusahkn,menyusahkan
10107,mnyusahkanmu,menyusahkanmu
10108,menzhalimi,menzalimi
10109,merah2,merah merah
10110,merajalele,merajalela
10111,merampa,merampas
10112,mgerasa,merasa
10113,mesakno,merasakan
10114,merauk,meraup
10115,mercedez,mercedes
10116,mercy,mercedes
10117,merk,merek
10118,meremat,meremet
10119,merentas,meretas
10120,merong2,merong merong
10121,merupakanâ airport,merupakan bandara
10122,merosakkan,merusakkan
10123,mess,mes
10124,mesopotamian,mesopotamia
10125,messy,messi
10126,mesoom,mesum
10127,mesumm,mesum
10128,metodologis,metodologi
10129,mewh,mewah
10130,mewoh,mewah
10131,mewaiskan,mewariskan
10132,miâ,mia
10133,mikael,michael
10134,migraine,migrain
10135,milenia,milenial
10136,millenials,milenial
10137,milyarder,miliarder
10138,mlik,milik
10139,mine,milikku
10140,minggon,mingguan
10141,menimal,minimal
10142,minions,minion
10143,minoriti,minoritas
10144,minority,minoritas
10145,minorutas,minoritas
10146,minumkopiindonesia,minum kopi indonesia
10147,misi1,misi 1
10148,misix,misi 10
10149,misi4,misi 4
10150,misqin,miskin
10151,misqueen,miskin
10152,miskinmoralitascuihh,miskin moralitas cih
10153,mizan35,mizan 35
10154,mobel,mobil
10155,mobilmotor,mobil motor
10156,mobnas,mobil nasional
10157,mlai,mulai
10158,mereun,mungkin
10159,mnet,music network
10160,mikiir,pikir
10161,mikirr,pikir
10162,mikirdaaingmah,pikir dulu dah gue mah
10163,milihh,pilih
10164,milih2,pilih pilih
10165,mid,tengah
10166,middle,tengah
10167,nhadeh,aduh
10168,nhadeuuh2,aduh aduh
10169,nhalah,alah
10170,nhlh,alah
10171,njeng,anjing
10172,njiieng,anjing
10173,njiing,anjing
10174,njing,anjing
10175,njingg,anjing
10176,njer,anjir
10177,ngmn,bagaimana
10178,npiye,bagaimana
10179,nngebah,bahas
10180,npbangunan,bangunan
10181,ngono,begitu
10182,ngegayaan,bergaya
10183,ngibadah,beribadah
10184,ngilmu,berilmu
10185,ngumpulnya,berkumpulnya
10186,ngutang,berutang
10187,nngutang,berutang
10188,nolelah,bolehlah
10189,nggakk,enggak
10190,nnga,enggak
10191,noopst,enggak
10192,nop,enggak
10193,nope,enggak
10194,ngpp,enggak apa apa
10195,nntah,entah
10196,nntar,entar
10197,ngeblek,geblek
10198,ngr,gede rasa
10199,ngejala,gejala
10200,ngembrot,gembrot
10201,ngerakan,gerakan
10202,ngilaa,gila
10203,ngilee,gila
10204,ngiliran,giliran
10205,ngimanapun,gimanapun
10206,ngirls,girls
10207,ngitu,gitu
10208,ngoblok,goblok
10209,nguoblokk,goblok
10210,ngolongan,golongan
10211,ngua,gua
10212,ngue,gue
10213,ngw,gue
10214,nhabis,habis
10215,nhadiahnya,hadiahnya
10216,ngeeooahahahaa,haha
10217,ngeooaahahahaa,haha
10218,ngoaahahaa,haha
10219,ngoahaha,haha
10220,ngoahahah,haha
10221,ngoahahaha,haha
10222,ngooaahahaa,haha
10223,nhaha,haha
10224,nhahaha,haha
10225,nhahahaha,haha
10226,nngahahahaha,haha
10227,nngiahahaha,haha
10228,nhaji,haji
10229,nhalo,halo
10230,nhancur,hancur
10231,nhp,handphone
10232,nhanya,hanya
10233,nharga,harga
10234,nhari,hari
10235,nharus,harus
10236,nhrs,harus
10237,nkudu,harus
10238,nhasilnya,hasilnya
10239,nhassle,hassle
10240,nhati2,hati hati
10241,nhatiku,hatiku
10242,nhe,he
10243,nheath,heath
10244,nhehe,hehe
10245,nheheh,hehe
10246,nhmm,hem
10247,nhendardi,hendardi
10248,nherba,herba
10249,nhidup,hidup
10250,nhijab,hijab
10251,nhilang,hilang
10252,nhimmler,himmler
10253,nhina,hina
10254,nhindu,hindu
10255,nhaihh,his
10256,nhiks,his
10257,nhonda,honda
10258,nhongkong,hongkong
10259,nhubungan,hubungan
10260,nhuft,huft
10261,nhumanit,humanit
10262,niblis,iblis
10263,nidiot,idiot
10264,niyuh,ih
10265,nikut,ikut
10266,nimpor,impor
10267,nindie,indie
10268,nindo,indonesia
10269,ninfrstruktur,infrastruktur
10270,ningat,ingat
10271,ninggris,inggris
10272,ngin,ingin
10273,ningin,ingin
10274,npengen,ingin
10275,ninidaritadi,ini dari tadi
10276,ninilah,inilah
10277,ninnalillah,innalillah
10278,nintinya,intinya
10279,nislam,islam
10280,nistighfar,istigfar
10281,nistilah,istilah
10282,nitu,itu
10283,nntu,itu
10284,noh,itu
10285,nitulah,itulah
10286,nggih,iya
10287,niya,iya
10288,niyain,iyakan
10289,njadi,jadi
10290,njd,jadi
10291,njdi,jadi
10292,njahat,jahat
10293,njaka,jaka
10294,njalan,jalan
10295,njames,james
10296,njamu,jamu
10297,njancuk,jancuk
10298,njangan,jangan
10299,njgn,jangan
10300,njngn,jangan
10301,njangan2,jangan jangan
10302,njangankan,jangankan
10303,njanganlah,janganlah
10304,njaancuuk,janjuk
10305,njarah,jarah
10306,njarang,jarang
10307,njaringan,jaringan
10308,njauh,jauh
10309,njejaku,jejakku
10310,njika,jika
10311,njilat,jilat
10312,njin,jin
10313,njlentrek,jlentrek
10314,njokowi,jokowi
10315,njolodong,jolodong
10316,njual,jual
10317,njuara,juara
10318,njudulnya,judulnya
10319,njamping,jumping
10320,njunior,junior
10321,nkaca,kaca
10322,nkacung,kacung
10323,nkadang,kadang
10324,nkak,kakak
10325,nkalahe,kalahnya
10326,nkalajengkin,kalajengking
10327,nkalau,kalau
10328,nkalo,kalau
10329,nklau,kalau
10330,nklo,kalau
10331,nklu,kalau
10332,nklw,kalau
10333,nkalopun,kalaupun
10334,nkaleng,kaleng
10335,nkalian,kalian
10336,nkalianlah,kalianlah
10337,nkami,kami
10338,nkmi,kami
10339,nkamis,kamis
10340,nkampret,kampret
10341,nkampung,kampung
10342,nkampungan,kampungan
10343,nkampus,kampus
10344,nkampus2,kampus kampus
10345,nkamu,kamu
10346,nkmu,kamu
10347,nkoe,kamu
10348,nlu,kamu
10349,nkan,kan
10350,nkandang,kandang
10351,ngents,kangen
10352,nkapan,kapan
10353,nkpk,kapok
10354,nkapur,kapur
10355,nkarena,karena
10356,nkarenaa,karena
10357,nkarna,karena
10358,nkrn,karena
10359,nkasih,kasih
10360,nkata,kata
10361,nkatholik,katolik
10362,nkao,kau
10363,nkau,kau
10364,nkaum,kaum
10365,nkaya,kaya
10366,nkayak,kayak
10367,nkek,kayak
10368,nkayaknya,kayaknya
10369,nke,ke
10370,nkeluar,ke luar
10371,nkluar,ke luar
10372,nkearifan,kearifan
10373,nkakean,kebanyakan
10374,nkecuali,kecuali
10375,nkeduanya,keduanya
10376,nkeela,keela
10377,nkehabisan,kehabisan
10378,nkeimanan,keimanan
10379,nkeith,keith
10380,nkejam,kejam
10381,nkekufuran,kekufuran
10382,nkelakuan,kelakuan
10383,nkelakuanmu,kelakuanmu
10384,nkelas,kelas
10385,nkaton,kelihatan
10386,nkelompok,kelompok
10387,nkeluaran,keluaran
10388,nkemaren,kemarin
10389,nkemarin,kemarin
10390,nkmrm,kemarin
10391,nkementerian,kementerian
10392,nkemungkinan,kemungkinan
10393,ngopo,kenapa
10394,nknp,kenapa
10395,nknpa,kenapa
10396,npa,kenapa
10397,nkentutnya,kentutnya
10398,nkepada,kepada
10399,nkepala,kepala
10400,nkpl,kepala
10401,nkepala8,kepala 8
10402,nkeparat,keparat
10403,nkpentingan,kepentingan
10404,nkepercayaan,kepercayaan
10405,nkeren,keren
10406,nkerja3x,kerja kerja kerja
10407,nketakutan,ketakutan
10408,nketika,ketika
10409,nketololan,ketololan
10410,nketua,ketua
10411,nketurunan,keturunan
10412,nkiara,kiara
10413,nkidung,kidung
10414,nkirain,kirain
10415,nkish,kish
10416,nkita,kita
10417,nkitanya,kitanya
10418,nklop,klop
10419,nkok,kok
10420,nkomen,komen
10421,nkomentar,komentar
10422,nkomunis,komunis
10423,nkntl,kontol
10424,nkontrak,kontrak
10425,nkop,kop
10426,nkop1,kopi
10427,nkorban,korban
10428,nkorupsi,korupsi
10429,nkoruptor,koruptor
10430,nkristen,kristen
10431,nkritik,kritik
10432,nku,ku
10433,nkualitasnya,kualitasnya
10434,nkulit,kulit
10435,nkuning,kuning
10436,nlagi,lagi
10437,nlg,lagi
10438,nlgi,lagi
10439,nlah,lah
10440,nlha,lah
10441,nlahir,lahir
10442,nlaki,laki
10443,nlalu,lalu
10444,nlambat,lambat
10445,nlanjut,lanjut
10446,nlol,laugh out loud
10447,nlebih,lebih
10448,nlembaran,lembaran
10449,nlemparin,lemparkan
10450,nlet,let
10451,nlgbt,lgbt
10452,nliberal,liberal
10453,nlintah,lintah
10454,nlips,lips
10455,nlistrik,listrik
10456,nlo,lo
10457,nlogikaku,logikaku
10458,nlogikanya,logikanya
10459,nlong,long
10460,nlow,low
10461,nmaaf,maaf
10462,nmaap,maaf
10463,nnb,maaf baru balas
10464,nmabuk,mabuk
10465,nmacau,macau
10466,nmain,main
10467,nmaju,maju
10468,nmak,mak
10469,nmaka,maka
10470,nmakan,makan
10471,nmakane,makanya
10472,nmakanya,makanya
10473,nmaki,maki
10474,nmakin,makin
10475,nmaksud,maksud
10476,nmkst,maksud
10477,nmaksudnya,maksudnya
10478,nmksdnya,maksudnya
10479,nmalah,malah
10480,nmlh,malah
10481,nr,malam romantis
10482,nmalu,malu
10483,nmama,mama
10484,nmami,mami
10485,nmampus,mampus
10486,nmampuss,mampus
10487,nmana,mana
10488,nmandela,mandela
10489,nmantap,mantap
10490,nmantrraaf,mantap
10491,nmanusia,manusia
10492,ngegas,marah
10493,nngegas,marah
10494,nmarga,marga
10495,nmarie,marie
10496,nmasa,masa
10497,nmadesu,masa depan suram
10498,nmasa2,masa masa
10499,nmasalah,masalah
10500,nmasalahnya,masalahnya
10501,nmasih,masih
10502,nmasuk,masuk
10503,nmasuknya,masuknya
10504,nmata,mata
10505,nmatamu,matamu
10506,nmatane,matanya
10507,nmati,mati
10508,nmau,mau
10509,nmaw,mau
10510,nmo,mau
10511,nmw,mau
10512,nmawar,mawar
10513,nmayoritas,mayoritas
10514,nme,me
10515,nmeeting,meeting
10516,ngeladeni,meladeni
10517,ngeladenin,meladeni
10518,ngladeni,meladeni
10519,ngelakui,melakukan
10520,ngelancarin,melancarkan
10521,ngelanggar,melanggar
10522,ngelantur,melantur
10523,ngelatur,melantur
10524,ngelayanin,melayani
10525,nmelayu,melayu
10526,ngelebarin,melebarkan
10527,ngeledekin,meledeki
10528,ngledekin,meledeki
10529,nmelek,melek
10530,nmelihat,melihat
10531,ngeliatnye,melihatnya
10532,ngliatnya,melihatnya
10533,ngelolosin,meloloskan
10534,ngetiktok,memainkan tik tok
10535,nmake,memakai
10536,nmemang,memang
10537,ngepatenin,mematenkan
10538,ngebacanya,membacanya
10539,ngeshare,membagikan
10540,ngebahas,membahas
10541,ngebaik,membaik
10542,ngebandingin,membandingkan
10543,ngebangkang,membangkang
10544,ngebantai,membantai
10545,ngebatalin,membatalkan
10546,nggowo,membawa
10547,nmembawa,membawa
10548,ngebayang,membayang
10549,ngebayangin,membayangkan
10550,nmembela,membela
10551,ngebelai,membelai
10552,ngebenerin,membenarkan
10553,ngide,memberi ide
10554,ngobrolin,membicarakan
10555,ngomonginnya,membicarakan
10556,ngebodohin,membodohi
10557,ngebuang,membuang
10558,ngebunuh,membunuh
10559,nmeme,meme
10560,nmemek,memek
10561,nmikirin,memikirkan
10562,ngebagus2in,memperbagus
10563,nmemperhatikan,memperhatikan
10564,nmempunyai,mempunyai
10565,ngetag,menandai
10566,nnangis,menangis
10567,ngedance,menari
10568,nmenarilah,menarilah
10569,ngedancenya,menarinya
10570,nnyaleg,mencalonkan legislatif
10571,ngeblend,mencampur
10572,nnyari,mencari
10573,nmencatat,mencatat
10574,nmencerca,mencerca
10575,ngecopros,mencerocos
10576,ngeprint,mencetak
10577,nmendalami,mendalami
10578,ngedeketin,mendekati
10579,nmendengar,mendengar
10580,ngediemin,mendiamkan
10581,nmending,mending
10582,nmnding,mending
10583,ngedorong,mendorong
10584,ngekick,menendang
10585,ngefansnya,mengagumi
10586,nguakak,mengakak
10587,nmengaku,mengaku
10588,nngaku,mengaku
10589,nmengapa,mengapa
10590,ngeblock,mengeblok
10591,ngeblok,mengeblok
10592,ngebom,mengebom
10593,ngecam,mengecam
10594,ngecap,mengecap
10595,ngecekin,mengecek
10596,nngecek,mengecek
10597,ngedip,mengedip
10598,ngegolin,mengegolkan
10599,ngejer,mengejar
10600,ngejek,mengejek
10601,ngelap,mengelap
10602,ngelola,mengelola
10603,ngeluhnya,mengeluhnya
10604,ngelus2,mengelus elus
10605,ngembalikan,mengembalikan
10606,ngembang,mengembang
10607,ngemis,mengemis
10608,ngemot,mengemut
10609,ngemut,mengemut
10610,ngenal,mengenal
10611,ngenes,mengenaskan
10612,ngepal,mengepal
10613,ngeper,mengeper
10614,ngepret,mengeprek
10615,ngerem,mengerem
10616,ngerih,mengerikan
10617,nngerjain,mengerjakan
10618,ngerokin,mengerok
10619,ngeroyok,mengeroyok
10620,ngert,mengerti
10621,ngerto,mengerti
10622,ngertikan,mengertikan
10623,ngertilah,mengertilah
10624,ngertinya,mengertinya
10625,ngeteh,mengeteh
10626,ngetes,mengetes
10627,nngetik,mengetik
10628,ngetren,mengetren
10629,ngetok,mengetuk
10630,ngetok2,mengetuk
10631,ngeyel,mengeyel
10632,ngegabungin,menggabungkan
10633,ngganti,mengganti
10634,nggantiin,menggantikan
10635,ngemesin,menggemaskan
10636,nggilani,menggilakan
10637,ngegodain,menggodai
10638,nggonggong,menggonggong
10639,ngehamilin,menghamili
10640,ngehargain,menghargai
10641,ngregani,menghargai
10642,ngidupin,menghidupi
10643,ngehinanya,menghinanya
10644,ngitungnya,menghitungnya
10645,ngibulnya,mengibulnya
10646,ngigau,mengigau
10647,ngiklanin,mengiklankan
10648,nmengikuti,mengikuti
10649,ngefollowback,mengikuti balik
10650,ngeimajinasiin,mengimajinasikan
10651,ngimpor,mengimpor
10652,nginden,menginden
10653,nginjak,menginjak
10654,ngintipin,mengintip
10655,ngira,mengira
10656,ngiranya,mengiranya
10657,ngesend,mengirim
10658,ngedm,mengirim pesan
10659,ngisep,mengisap
10660,ngritik,mengkritik
10661,ngobarkan,mengobarkan
10662,ngobrolnya,mengobrolnya
10663,ngocokin,mengocok
10664,ngecodein,mengodei
10665,ngomonv,mengomong
10666,nngomong,mengomong
10667,nngomongin,mengomongkan
10668,ngomporin,mengompori
10669,ngupii,mengopi
10670,ngopibarengfahri,mengopi bareng fahri
10671,ngopilaah,mengopilah
10672,ngopinya,mengopinya
10673,ngoroknya,mengoroknya
10674,ngotot,mengotot
10675,ngototâ,mengotot
10676,ngoyak,mengoyak
10677,nguap,menguap
10678,ngukur,mengukur
10679,ngulang,mengulang
10680,ngumpet2,mengumpet
10681,ngumpulin,mengumpulkan
10682,nguci,mengunci
10683,nguntungin,menguntungkan
10684,ngupas,mengupas
10685,ngurusi,mengurusi
10686,ngurut,mengurut
10687,ngorak,mengusir
10688,ngutangi,mengutangi
10689,nikahkan,menikahkan
10690,nilep,menilap
10691,ninggalkan,meninggalkan
10692,nistakan,menistakan
10693,nitip,menitip
10694,nitipin,menitipkan
10695,ngejadiin,menjadikan
10696,ngejaga,menjaga
10697,ngejahit,menjahit
10698,ngejauh,menjauh
10699,ngejauhin,menjauhi
10700,nmenjelang,menjelang
10701,ngejelekin,menjelekkan
10702,njelekkan,menjelekkan
10703,ngejijikin,menjijikkan
10704,ngejorokin,menjorokkan
10705,nongolnya,menongolnya
10706,nojok,menonjok
10707,nonjok,menonjok
10708,nntonin,menonton
10709,nongton,menonton
10710,ngebokep,menonton bokep
10711,nontonbokep,menonton bokep
10712,nmentah,mentah
10713,nmental,mental
10714,nmenteri,menteri
10715,ngetawain,mentertawakan
10716,nmentioned,mentioned
10717,nmentolo,mentolo
10718,ngetuit,mentwit
10719,ngetwit,mentwit
10720,ngetwitt,mentwit
10721,ngtweet,mentwit
10722,ngijolno,menukarkan
10723,nnumpang,menumpang
10724,nnjuk,menunjuk
10725,ngedown,menurun
10726,nnutupin,menutupi
10727,nmenyalahkan,menyalahkan
10728,nnyembah,menyembah
10729,nmenyembelih,menyembelih
10730,nmenyenangkan,menyenangkan
10731,nnyerah,menyerah
10732,nnyuap,menyuap
10733,ngelike,menyukai
10734,nmerah,merah
10735,ngerajut,merajut
10736,ngerakit,merakit
10737,ngerangkap,merangkap
10738,nmerapatlah,merapatlah
10739,nmeratapi,meratapi
10740,ngerawat,merawat
10741,ngerayu,merayu
10742,nmereka,mereka
10743,nmrk,mereka
10744,ngerepotin,merepotkan
10745,ngerettwet,meretweet
10746,ngrogoh,merogoh
10747,ngeroket,meroket
10748,ngeroko,merokok
10749,ngrokok,merokok
10750,ngerugiin,merugikan
10751,ngerumpi,merumpi
10752,ngerusak,merusak
10753,ngrusuhin,merusuhi
10754,nmeski,meski
10755,nmesti,mesti
10756,ngewakilin,mewakili
10757,nmikir,mikir
10758,nmilea,milea
10759,nminat,minat
10760,nminta,minat
10761,nminggu,minggu
10762,ninus,minus
10763,nminyak,minyak
10764,nmirip,mirip
10765,nmiris,miris
10766,nmiskin,miskin
10767,nmisqeen,miskin
10768,nmiskom,miskomunikasi
10769,nmistik,mistik
10770,nmodar,modar
10771,nmohon,mohon
10772,nmother,mother
10773,nmudah,mudah
10774,nmudah2an,mudah mudahan
10775,nmula2,mula mula
10776,nmulut,mulut
10777,nmulutmu,mulutmu
10778,nmulutnya,mulutnya
10779,nmunafik,munafik
10780,nmunawar,munawar
10781,nmungkin,mungkin
10782,nmusik,musik
10783,nmuslim,muslim
10784,nnagita,nagita
10785,nnah,nah
10786,nnaha,naha
10787,nnaek,naik
10788,nnaik,naik
10789,nnajis,najis
10790,nnama,nama
10791,nnamanya,namanya
10792,nmun,namun
10793,nnamun,namun
10794,nnanti,nanti
10795,nk,natural killer
10796,nndasmu,ndasmu
10797,nkri,negara kesatuan republik indonesia
10798,nkriâ,negara kesatuan republik indonesia
10799,nnkri,negara kesatuan republik indonesia
10800,nkritanahpribumi,negara kesatuan republik indonesia tanah pribumi
10801,nnegara2,negara negara
10802,nneo,neo
10803,nneomu,neomu
10804,ngn,next generation network
10805,nngakak,ngakak
10806,ngpain,ngapain
10807,ngpn,ngapain
10808,nngapain,ngapain
10809,ngegoblogan,ngegoblokin
10810,ngentad,ngentot
10811,ngentat,ngentot
10812,ngentod,ngentot
10813,ngentotin,ngentot
10814,ngentoto,ngentot
10815,ngentott,ngentot
10816,nngentot,ngentot
10817,ngentotabg,ngentot anak baru gede
10818,ngentothijab,ngentot orang berhijab
10819,ngerep,ngerap
10820,ngerappnya,ngerapnya
10821,nngerii,ngeri
10822,ngeue,ngewe
10823,nngelu,ngilu
10824,nngilu,ngilu
10825,niaspilihdjoss,nias pilih djarot sihar
10826,niiy,nih
10827,nkh,nikah
10828,nnikahannya,nikahannya
10829,nikitakruâ,nikita
10830,nikitakruschev,nikita
10831,nikitamirzani,nikita mirzani
10832,niikmat,nikmat
10833,niqmat,nikmat
10834,nikmati,nikmati
10835,nnimdle,nimdle
10836,nnio,nio
10837,nisanjinan,nisan jinan
10838,nnista,nista
10839,noo,no
10840,nobel,nobel
10841,nohhai,noh hai
10842,nominalnya,nominalnya
10843,nnmor,nomor
10844,nomor2koruptor,nomor dua koruptor
10845,nid,nomor identitas
10846,nim,nomor induk mahasiswa
10847,nis,nomor induk siswa
10848,no1,nomor satu
10849,no3jabarasyik,nomor tiga jawa barat asyik
10850,nomornya,nomornya
10851,nnon,non
10852,noona,nona
10853,nonaktifin,nonaktifkan
10854,nongkrongi,nongkrong
10855,nonkrong,nongkrong
10856,nnor,nor
10857,nora,norak
10858,noraa,norak
10859,norak2,norak norak
10860,norma2,norma norma
10861,nosâ,nos
10862,notabane,notabene
10863,notif,notifikasi
10864,novelalana,novel alana
10865,nnow,now
10866,nowpepatahpetitih,now petatah petitih
10867,noer,nur
10868,noerdin,nurdin
10869,nnusantara,nusantara
10870,nnyatanya,nyatanya
10871,nhoalaah,oalah
10872,nok,oke
10873,noke,oke
10874,noks,oke
10875,nombudsman,ombudsman
10876,nomonganmu,omonganmu
10877,ngomongmu,omongmu
10878,nonta,onta
10879,noracle,oracle
10880,norang,orang
10881,norg,orang
10882,norgil,orang gila
10883,norang2,orang orang
10884,nortodox,ortodoks
10885,notak,otak
10886,notaknya,otaknya
10887,noverseas,overseas
10888,npada,pada
10889,npadahal,padahal
10890,npdhal,padahal
10891,npdhl,padahal
10892,npagi2,pagi pagi
10893,npaham,paham
10894,npajak,pajak
10895,npak,pak
10896,npakai,pakai
10897,npakew,pakai
10898,npaling2,paling paling
10899,npalingan,palingan
10900,npandai,pandai
10901,npandangan,pandangan
10902,npanik,panik
10903,npansos,panjat sosial
10904,npanji,panji
10905,npantes,pantas
10906,npantesan,pantas
10907,npapa,papa
10908,nparah,parah
